Pclass,Sex,Age,Fare,Embarked,Title,FamilySize,IsAlone,Age_group,Fare_bin,Title_Pclass,Sex_Pclass,IsAlone_AgeGroup,Survived
1,female,39.8,89.1042,C,Mrs,2,False,Adult,3,Mrs_1,female_1,False_Adult,1
3,male,4.0,31.275,S,Master,7,False,Child,3,Master_3,male_3,False_Child,0
3,male,74.0,7.775,S,Mr,1,True,Senior,0,Mr_3,male_3,True_Senior,0
3,female,9.0,15.2458,C,Miss,3,False,Child,2,Miss_3,female_3,False_Child,0
1,female,16.0,39.4,S,Miss,2,False,Teen,3,Miss_1,female_1,False_Teen,1
2,female,44.0,26.0,S,Mrs,2,False,Adult,2,Mrs_2,female_2,False_Adult,0
3,female,18.0,9.35,S,Mrs,2,False,Teen,1,Mrs_3,female_3,False_Teen,1
1,female,45.0,164.8667,S,Mrs,3,False,Adult,3,Mrs_1,female_1,False_Adult,1
1,male,51.0,26.55,S,Mr,1,True,Senior,2,Mr_1,male_1,True_Senior,1
3,female,24.0,19.2583,C,Mrs,4,False,YoungAdult,2,Mrs_3,female_3,False_YoungAdult,1
3,male,24.8,7.2292,C,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,male,41.0,14.1083,S,Mr,3,False,Adult,1,Mr_3,male_3,False_Adult,0
2,male,21.0,11.5,S,Mr,2,False,YoungAdult,1,Mr_2,male_2,False_YoungAdult,0
1,female,48.0,25.9292,S,Mrs,1,True,Adult,2,Mrs_1,female_1,True_Adult,1
3,female,37.0,69.55,S,Miss,11,False,Adult,3,Miss_3,female_3,False_Adult,0
2,male,24.0,13.0,S,Mr,1,True,YoungAdult,1,Mr_2,male_2,True_YoungAdult,0
2,female,42.0,13.0,S,Mrs,1,True,Adult,1,Mrs_2,female_2,True_Adult,1
2,female,27.0,13.8583,C,Miss,2,False,YoungAdult,1,Miss_2,female_2,False_YoungAdult,1
1,male,31.0,50.4958,S,Mr,1,True,Adult,3,Mr_1,male_1,True_Adult,0
3,male,25.4,9.5,S,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,0
3,male,4.0,11.1333,S,Master,3,False,Child,1,Master_3,male_3,False_Child,1
3,male,26.0,7.8958,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
1,female,47.0,52.5542,S,Mrs,3,False,Adult,3,Mrs_1,female_1,False_Adult,1
1,male,33.0,5.0,S,Mr,1,True,Adult,0,Mr_1,male_1,True_Adult,0
3,male,47.0,9.0,S,Mr,1,True,Adult,1,Mr_3,male_3,True_Adult,0
2,female,28.0,24.0,C,Mrs,2,False,YoungAdult,2,Mrs_2,female_2,False_YoungAdult,1
3,female,15.0,7.225,C,Miss,1,True,Teen,0,Miss_3,female_3,True_Teen,1
3,male,20.0,9.8458,S,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,0
3,male,19.0,7.8958,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,male,27.8,7.8958,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
1,female,56.0,83.1583,C,Mrs,2,False,Senior,3,Mrs_1,female_1,False_Senior,1
2,female,25.0,26.0,S,Mrs,2,False,YoungAdult,2,Mrs_2,female_2,False_YoungAdult,1
3,male,33.0,7.8958,S,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
3,female,22.0,10.5167,S,Miss,1,True,YoungAdult,1,Miss_3,female_3,True_YoungAdult,0
2,male,28.0,10.5,S,Mr,1,True,YoungAdult,1,Mr_2,male_2,True_YoungAdult,0
3,male,25.0,7.05,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,female,39.0,29.125,Q,Mrs,6,False,Adult,2,Mrs_3,female_3,False_Adult,0
2,male,27.0,13.0,S,Rev,1,True,YoungAdult,1,Rev_2,male_2,True_YoungAdult,0
1,female,19.0,30.0,S,Miss,1,True,YoungAdult,2,Miss_1,female_1,True_YoungAdult,1
3,female,26.8,23.45,S,Miss,4,False,YoungAdult,2,Miss_3,female_3,False_YoungAdult,0
1,male,26.0,30.0,C,Mr,1,True,YoungAdult,2,Mr_1,male_1,True_YoungAdult,1
3,male,32.0,7.75,Q,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
